Borough,District,Population,Householdswithchildrenunder18yearsold,RacialDiversityIndex,Populationaged65,Populationaged25withabachelorsdegreeorhigher,Populationaged25withouthighschooldiploma,Unemployment rate,PercentageUnemployment,Poverty Rate,PercentagePoverty,Food waste in tons,Foodscraps per person,Food waste per person in pounds,Median Household Income
1,1,148982,0.160962,0.447625,0.14291,0.809077,0.117118,,0,0.0884715,8.84715,192.8,0.04588770747,91.77541494,150081.3496
1,2,148982,0.160962,0.447625,0.14291,0.809077,0.185943,0.0473353,4.73353,0.0884715,8.84715,N/A,#VALUE!,#VALUE!,150081.3496
1,3,160490,0.162637,0.713279,0.194772,0.39374,0.151358,0.0486157,4.86157,0.272943,27.2943,N/A,#VALUE!,#VALUE!,41005.67472
1,4,152455,0.0836628,0.594312,0.134518,0.735944,0.162895,0.0473438,4.73438,0.137894,13.7894,N/A,#VALUE!,#VALUE!,105643.6872
1,5,152455,0.0836628,0.594312,0.134518,0.735944,0.365965,0.144522,14.4522,0.137894,13.7894,N/A,#VALUE!,#VALUE!,105643.6872
1,6,149674,0.0992196,0.497795,0.177826,0.806965,0.242671,0.0609514,6.09514,0.0801357,8.01357,199.9,0.04008789395,80.17578789,116419.2791
1,7,207134,0.207679,0.494147,0.200691,0.796099,0.226715,0.0521928,5.21928,0.0991088,9.91088,242.5,0.04086960825,81.73921649,128343.7011
1,8,214219,0.175083,0.419806,0.192411,0.836552,0.102861,0.055488,5.5488,0.0606219,6.06219,158.4,0.03827140152,76.54280303,136065.4144
1,9,136017,0.210884,0.725281,0.130837,0.447831,0.193905,0.207454,20.7454,0.227496,22.7496,319.2,0.07127067669,142.5413534,51845.49334
1,10,147442,0.263589,0.634306,0.113753,0.404862,0.24763,0.0522675,5.22675,0.235349,23.5349,N/A,#VALUE!,#VALUE!,50820.97302
1,11,128316,0.250312,0.640093,0.127981,0.272638,0.178012,0.0823274,8.23274,0.315459,31.5459,N/A,#VALUE!,#VALUE!,38090.60882
1,12,219998,0.233601,0.504313,0.14896,0.346883,0.0651637,0.0482465,4.82465,0.18721,18.721,N/A,#VALUE!,#VALUE!,58406.98141
2,1,156357,0.39301,0.467396,0.0868973,0.0971418,0.193484,0.0612156,6.12156,0.441854,44.1854,N/A,#VALUE!,#VALUE!,21719.00203
2,2,156357,0.39301,0.467396,0.0868973,0.0971418,0.118642,0.0585532,5.85532,0.441854,44.1854,N/A,#VALUE!,#VALUE!,21719.00203
2,3,188075,0.416202,0.511152,0.103432,0.133291,0.28639,0.088883,8.8883,0.358108,35.8108,N/A,#VALUE!,#VALUE!,26904.79446
2,4,149710,0.404053,0.449061,0.0848908,0.176039,0.156464,0.0897986,8.97986,0.364129,36.4129,N/A,#VALUE!,#VALUE!,32009.78549
2,5,148339,0.473295,0.434271,0.0798239,0.114868,0.277404,0.0425971,4.25971,0.364299,36.4299,N/A,#VALUE!,#VALUE!,31249.4236
2,6,188075,0.416202,0.511152,0.103432,0.133291,0.066158,0.0255133,2.55133,0.358108,35.8108,N/A,#VALUE!,#VALUE!,26904.79446
2,7,143540,0.483093,0.430527,0.0839418,0.171753,0.115197,0.0617861,6.17861,0.329467,32.9467,N/A,#VALUE!,#VALUE!,36624.78854
2,8,113242,0.301936,0.647067,0.191554,0.387317,0.103638,0.053268,5.3268,0.184964,18.4964,424.8,0.04354143126,87.08286252,55924.92814
2,9,187975,0.396083,0.593771,0.139199,0.183028,0.248212,0.025599,2.5599,0.246541,24.6541,N/A,#VALUE!,#VALUE!,41441.7951
2,10,113395,0.277344,0.691927,0.208325,0.284463,0.066158,0.0255133,2.55133,0.102201,10.2201,893.3,0.01144083734,22.88167469,61659.75573
2,11,120116,0.336305,0.701175,0.169836,0.246092,0.320539,0.125234,12.5234,0.163771,16.3771,N/A,#VALUE!,#VALUE!,49742.5851
2,12,150411,0.355518,0.492371,0.134219,0.230062,0.137427,0.0576741,5.76741,0.146058,14.6058,N/A,#VALUE!,#VALUE!,60883.8551
3,1,152002,0.194612,0.530685,0.115308,0.534073,0.409902,0.135409,13.5409,0.233335,23.3335,500.2,0.04664834066,93.29668133,79359.40605
3,2,135444,0.214349,0.680407,0.107292,0.664213,0.249954,0.041928,4.1928,0.148676,14.8676,N/A,#VALUE!,#VALUE!,95886.40015
3,3,142027,0.291706,0.652979,0.103304,0.358052,0.195245,0.0735281,7.35281,0.243765,24.3765,N/A,#VALUE!,#VALUE!,53771.26005
3,4,140474,0.302537,0.631497,0.074149,0.321756,0.293769,0.106533,10.6533,0.271181,27.1181,N/A,#VALUE!,#VALUE!,52475.3299
3,5,176471,0.373037,0.572717,0.111174,0.124794,0.306788,0.0628054,6.28054,0.246757,24.6757,N/A,#VALUE!,#VALUE!,38107.18346
3,6,116209,0.322347,0.553682,0.0987101,0.733534,0.116462,0.0476766,4.76766,0.0778846,7.78846,1383.1,0.005631161883,11.26232377,139645.538
3,7,144332,0.409016,0.681423,0.107377,0.29313,0.154241,0.048298,4.8298,0.221474,22.1474,1241.1,0.01784497623,35.68995246,58826.52714
3,8,141725,0.248476,0.614312,0.108153,0.423832,0.0651637,0.0482465,4.82465,0.199759,19.9759,N/A,#VALUE!,#VALUE!,62265.76623
3,9,113212,0.264051,0.562761,0.153261,0.344156,0.188875,0.0574858,5.74858,0.191438,19.1438,N/A,#VALUE!,#VALUE!,52906.2707
3,10,123488,0.283997,0.635926,0.171021,0.416183,0.365965,0.144522,14.4522,0.151506,15.1506,1583,0.009570814908,19.14162982,71145.63294
3,11,205850,0.37288,0.660888,0.142521,0.316114,0.409902,0.135409,13.5409,0.17261,17.261,N/A,#VALUE!,#VALUE!,55414.22185
3,12,146556,0.411436,0.485749,0.144812,0.301096,0.185516,0.0675319,6.75319,0.308085,30.8085,N/A,#VALUE!,#VALUE!,46993.26566
3,13,122009,0.279096,0.6296418462,0.236605,0.388233,0.152175,0.0389852,3.89852,0.248412,24.8412,N/A,#VALUE!,#VALUE!,37415.19199
3,14,150707,0.292092,0.691266,0.134572,0.414249,0.197526,0.0594411,5.94411,0.168204,16.8204,N/A,#VALUE!,#VALUE!,58631.77505
3,15,171030,0.316846,0.541726,0.179758,0.389725,0.0629935,0.0420433,4.20433,0.139837,13.9837,N/A,#VALUE!,#VALUE!,63474.67949
3,16,111511,0.251754,0.449812,0.121997,0.126875,0.200679,0.0988345,9.88345,0.398762,39.8762,N/A,#VALUE!,#VALUE!,20981.43027
3,17,140087,0.287223,0.237196,0.159658,0.251021,0.116365,0.0746062,7.46062,0.136625,13.6625,N/A,#VALUE!,#VALUE!,51121.38849
3,18,215637,0.347499,0.553357,0.153156,0.313114,0.083089,0.0300181,3.00181,0.0889643,8.89643,N/A,#VALUE!,#VALUE!,79399.80675
4,1,164321,0.199645,0.680867,0.125206,0.474067,0.177869,0.0820128,8.20128,0.130441,13.0441,N/A,#VALUE!,#VALUE!,68766.13529
4,2,133822,0.212797,0.684958,0.137825,0.425231,0.190004,0.100054,10.0054,0.0926973,9.26973,N/A,#VALUE!,#VALUE!,69778.22462
4,3,170222,0.372701,0.556929,0.131258,0.208303,0.14284,0.0516201,5.16201,0.135181,13.5181,N/A,#VALUE!,#VALUE!,58633.84688
4,4,146301,0.345534,0.5756,0.115919,0.212845,0.275124,0.0842238,8.42238,0.155565,15.5565,N/A,#VALUE!,#VALUE!,53859.31286
4,5,199043,0.341752,0.59372,0.117065,0.290145,0.114342,0.0780404,7.80404,0.0844256,8.44256,2380.3,0.003546847036,7.093694072,73792.39675
4,6,118922,0.224345,0.663016,0.196751,0.563695,0.225169,0.0539789,5.39789,0.0814506,8.14506,N/A,#VALUE!,#VALUE!,78156.70828
4,7,260282,0.26895,0.613957,0.196014,0.230612,0.038651,0.0388045,3.88045,0.161814,16.1814,N/A,#VALUE!,#VALUE!,53125.88476
4,8,164291,0.287186,0.742583,0.149059,0.387581,0.136286,0.0297508,2.97508,0.123256,12.3256,N/A,#VALUE!,#VALUE!,66303.76441
4,9,152283,0.326275,0.716241,0.129161,0.270348,0.374887,0.0669157,6.69157,0.121566,12.1566,N/A,#VALUE!,#VALUE!,72427.06027
4,10,139323,0.354541,0.795942,0.13969,0.229345,0.148426,0.0766885,7.66885,0.1038,10.38,1370.7,0.007572773036,15.14554607,76544.82394
4,11,118670,0.245637,0.63191,0.227218,0.379197,0.36659,0.159737,15.9737,0.0975641,9.75641,2841.7,0.003433300489,6.866600978,72674.64405
4,12,249331,0.350284,0.600096,0.134331,0.208387,0.0199923,0.0210348,2.10348,0.112985,11.2985,N/A,#VALUE!,#VALUE!,63884.90198
4,13,208786,0.366032,0.654495,0.169748,0.307976,0.0354981,0.0476101,4.76101,0.0886994,8.86994,N/A,#VALUE!,#VALUE!,88940.58747
4,14,133051,0.362556,0.693223,0.145921,0.284073,0.292028,0.0869059,8.69059,0.19763,19.763,N/A,#VALUE!,#VALUE!,55951.86194
5,1,176632,0.340623,0.70794,0.131239,0.3008,0.197845,0.0717669,7.17669,0.178726,17.8726,1798.4,0.00993805605,19.8761121,65128.00045
5,2,143766,0.379403,0.546515,0.160163,0.352979,0.150282,0.0548647,5.48647,0.101521,10.1521,N/A,#VALUE!,#VALUE!,84413.63723
1,1,152813,0.182456,0.40203,0.116463,0.801471,0.142849,0.0556043,5.56043,0.0800945,8.00945,169.5,0.04725339233,94.50678466,144920.1012
1,2,152813,0.182456,0.40203,0.116463,0.801471,0.187353,0.0680491,6.80491,0.0800945,8.00945,,#DIV/0!,#DIV/0!,144920.1012
1,3,159296,0.140442,0.71967,0.171316,0.431508,0.123816,0.0274305,2.74305,0.254788,25.4788,,#DIV/0!,#DIV/0!,43522.50279
1,4,140247,0.0931744,0.574172,0.116231,0.781225,0.169496,0.0852155,8.52155,0.126772,12.6772,,#DIV/0!,#DIV/0!,107256.2953
1,5,140247,0.0931744,0.574172,0.116231,0.781225,0.325057,0.116321,11.6321,0.126772,12.6772,,#DIV/0!,#DIV/0!,107256.2953
1,6,141162,0.122173,0.449469,0.177194,0.800192,0.246662,0.0605035,6.05035,0.0711036,7.11036,,#DIV/0!,#DIV/0!,116604.6504
1,7,189492,0.139366,0.485157,0.219339,0.769494,0.220657,0.0514113,5.14113,0.103973,10.3973,176.6,0.05887485844,117.7497169,117522.4813
